budget,log_budget,popularity,log_popularity,vote_average,vote_count,log_vote_count,runtime,release_year,release_month,release_quarter,release_dow,genre_count,prod_company_count,cast_size,star_power_count,season_winter,season_spring,season_summer,season_fall,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Adventure,genre_Crime,genre_Science Fiction,genre_Horror,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,pc_Warner_Bros.,pc_Universal_Pictures,pc_Paramount_Pictures,pc_Twentieth_Century_Fox_Film_Corporation,pc_Columbia_Pictures,pc_New_Line_Cinema,pc_Metro-Goldwyn-Mayer_(MGM),pc_Touchstone_Pictures,pc_Walt_Disney_Pictures,pc_Relativity_Media
92000000.0,18.33729914588288,32.079995,3.4989287190067486,6.1,950.0,6.85751406254539,113.0,1996.0,5.0,2.0,4.0,3,4,16,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
90000000.0,18.31532023940565,57.739713,4.073116039820506,7.5,3218.0,8.076826031298808,143.0,2000.0,12.0,4.0,4.0,2,4,14,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100000000.0,18.420680753952364,37.272385,3.6447286178511478,5.9,1410.0,7.252053951852814,108.0,2006.0,11.0,4.0,3.0,2,2,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75000000.0,18.132998684833918,53.213931,3.9929379049394678,7.2,2825.0,7.946617563244473,108.0,2004.0,7.0,3.0,4.0,3,5,46,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,36.38795,3.621348459991958,6.2,840.0,6.734591659972948,124.0,1997.0,7.0,3.0,4.0,2,3,38,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,60.929352,4.125994251468779,7.2,3783.0,8.238536930171769,116.0,2001.0,12.0,4.0,4.0,2,6,23,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75000000.0,18.132998684833918,36.605246,3.6271435619402563,5.6,924.0,6.829793737512425,110.0,2011.0,8.0,3.0,2.0,3,5,15,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,56.257411,4.047557083838108,6.8,2566.0,7.8504931808711405,91.0,2012.0,9.0,3.0,3.0,4,2,24,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
85000000.0,18.258161826219297,29.21998,3.408503295031006,6.6,1449.0,7.27931883541462,107.0,2007.0,11.0,4.0,1.0,4,4,15,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85000000.0,18.258161826219297,34.773106,3.5771963820424353,6.3,1345.0,7.204892510204673,115.0,2012.0,2.0,1.0,3.0,2,4,17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85000000.0,18.258161826219297,9.895061,2.388309567279487,5.1,313.0,5.749392985908253,100.0,2000.0,10.0,4.0,5.0,2,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75000000.0,18.132998684833918,36.743324,3.6308086123735195,5.8,932.0,6.838405200847344,104.0,2011.0,11.0,4.0,2.0,2,4,55,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85000000.0,18.258161826219297,44.967453,3.827933602583815,6.7,1225.0,7.111512116496157,136.0,2006.0,12.0,4.0,4.0,2,4,21,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
90000000.0,18.31532023940565,41.207568,3.7425995414559905,6.7,1240.0,7.123672785204607,132.0,1998.0,11.0,4.0,4.0,3,4,44,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85000000.0,18.258161826219297,16.479851,2.8610488461636,6.2,360.0,5.8888779583328805,121.0,2009.0,12.0,4.0,2.0,2,5,25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85000000.0,18.258161826219297,42.069993,3.762826536539886,6.5,1999.0,7.600902459542082,122.0,2007.0,6.0,2.0,3.0,2,4,25,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,26.61951,3.318522407056217,6.1,656.0,6.48768401848461,83.0,2006.0,9.0,3.0,4.0,3,1,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,80.316463,4.398348492978999,6.9,4663.0,8.447628728030327,139.0,2014.0,3.0,1.0,4.0,3,2,21,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68000000.0,18.035018277846262,41.273567,3.7441619971078177,7.2,999.0,6.907755278982137,131.0,2001.0,3.0,1.0,1.0,1,8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85000000.0,18.258161826219297,24.107835,3.2231799488230504,6.4,514.0,6.244166900663736,104.0,2003.0,9.0,3.0,4.0,4,6,21,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
85000000.0,18.258161826219297,32.044191,3.4978457868554456,6.1,712.0,6.569481420414296,130.0,1993.0,6.0,2.0,4.0,5,2,22,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,16.595874,2.86766444274249,7.3,652.0,6.481577129276431,145.0,2005.0,12.0,4.0,1.0,3,4,21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,8.282876,2.228171412577853,6.1,1705.0,7.441906728051625,104.0,2006.0,6.0,2.0,5.0,4,1,56,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.0,19.83683,3.036722093990689,6.7,333.0,5.811140992976701,97.0,2011.0,2.0,1.0,1.0,4,3,48,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
90000000.0,18.31532023940565,36.069611,3.61279752344694,6.9,1147.0,7.045776576879511,178.0,1998.0,11.0,4.0,3.0,3,2,11,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,18.827753,2.987082622949407,5.5,427.0,6.059123195581797,108.0,2002.0,2.0,1.0,2.0,3,4,21,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,5.159407,1.8179805066777708,7.3,85.0,4.454347296253507,123.0,1979.0,12.0,4.0,3.0,2,2,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
85000000.0,18.258161826219297,48.126297,3.894394471876521,5.5,1114.0,7.016609683894219,106.0,2012.0,3.0,1.0,3.0,6,6,33,2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60000000.0,17.909855136853043,38.885195,3.6860052024071774,7.2,2126.0,7.6624678152002375,112.0,2010.0,7.0,3.0,1.0,3,2,30,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60000000.0,17.909855136853043,29.211255,3.4082145370712977,5.4,516.0,6.248042874508429,136.0,2003.0,3.0,1.0,4.0,4,6,54,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84000000.0,18.24632736871235,17.783361,2.9329714247535916,4.7,332.0,5.808142489980444,106.0,2000.0,7.0,3.0,3.0,4,2,19,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84000000.0,18.24632736871235,31.435539,3.4792547043780306,5.4,820.0,6.710523109452428,88.0,2002.0,6.0,2.0,4.0,3,3,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50000000.0,17.72753358339242,57.673932,4.071995539611481,6.6,1940.0,7.57095858316901,95.0,2012.0,9.0,3.0,4.0,2,5,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82500000.0,18.228308863426122,41.176631,3.7418662998834518,6.0,2104.0,7.652070746116482,107.0,2006.0,6.0,2.0,3.0,4,4,24,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000.0,15.894952224644102,13.661289,2.6852106189233624,6.7,226.0,5.424950017481403,120.0,1982.0,11.0,4.0,4.0,3,3,21,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,11.77398,2.5474102894578836,4.9,119.0,4.787491742782046,82.0,2010.0,7.0,3.0,4.0,2,1,18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,21.218,3.1009027711595305,5.9,1799.0,7.495541943884256,88.0,2008.0,2.0,1.0,6.0,3,3,21,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,58.57976,4.087315919079641,6.5,1527.0,7.331714969726466,120.0,2008.0,7.0,3.0,4.0,3,6,11,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65000000.0,17.989897843244528,51.970905,3.9697428005530195,7.3,2023.0,7.6128310304073565,157.0,2007.0,3.0,1.0,4.0,4,3,26,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
82000000.0,18.22222981742365,18.447479,2.967717447267897,5.7,595.0,6.39024066706535,123.0,2000.0,11.0,4.0,4.0,1,1,12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,109.684788,4.706686413831256,6.4,3012.0,8.0106915391303,101.0,2003.0,5.0,2.0,4.0,2,4,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,77.580661,4.364125625904555,6.0,2926.0,7.9817332866918855,103.0,2010.0,8.0,3.0,1.0,3,1,22,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,75.290998,4.334554949678653,6.7,2631.0,7.875499292445208,110.0,1996.0,5.0,2.0,2.0,3,2,30,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75000000.0,18.132998684833918,68.550698,4.242055954264456,6.9,7486.709999999994,8.921018288774976,142.0,2012.0,3.0,1.0,0.0,3,2,48,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,58.040149,4.078217704001769,6.2,3739.0,8.226840890408578,102.0,2011.0,5.0,2.0,2.0,1,4,24,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,59.113174,4.096229018851175,6.6,1673.0,7.422971251049421,126.0,1992.0,6.0,2.0,4.0,2,2,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,36.32705,3.619718264890921,6.3,1074.0,6.980075940561763,83.0,2006.0,4.0,2.0,5.0,3,2,17,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,55.659988,4.037068282612726,7.1,1314.0,7.181591944611865,85.0,2002.0,6.0,2.0,4.0,2,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85000000.0,18.258161826219297,14.132583,2.7168502336521922,5.8,288.0,5.666426688112432,97.0,2006.0,12.0,4.0,4.0,3,2,45,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75000000.0,18.132998684833918,34.070054,3.557347603928489,5.9,855.0,6.752270376141742,120.0,1998.0,5.0,2.0,4.0,3,4,26,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84000000.0,18.24632736871235,44.34333,3.8142630874640306,6.4,1526.0,7.3310603052186325,116.0,2013.0,7.0,3.0,3.0,4,4,61,3,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82000000.0,18.22222981742365,26.065735,3.298268536724834,6.2,785.0,6.666956792429207,113.0,2005.0,5.0,2.0,3.0,2,5,32,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75000000.0,18.132998684833918,23.473004,3.197570632486281,5.4,484.0,6.184148890937483,87.0,2011.0,12.0,4.0,2.0,5,1,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,45.589568,3.8413766534096703,5.8,1155.0,7.052721049232323,100.0,2013.0,7.0,3.0,3.0,1,3,55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80000000.0,18.197537205138154,23.496054,3.1985120433544396,6.0,1051.0,6.9584483932976555,110.0,2008.0,6.0,2.0,3.0,3,8,15,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,16.939441,2.8870016967248953,6.3,410.0,6.018593214496234,128.0,2003.0,12.0,4.0,4.0,3,3,11,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,81.914696,4.417812320253986,7.8,6336.0,8.754160749323518,138.0,2010.0,2.0,1.0,3.0,3,4,26,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
80000000.0,18.197537205138154,19.500893,3.0204684461712206,5.3,331.0,5.805134968916488,88.0,2008.0,11.0,4.0,2.0,3,5,25,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75000000.0,18.132998684833918,29.558157,3.419631654888121,6.0,1333.0,7.195937226475569,91.0,2005.0,3.0,1.0,3.0,4,2,20,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,46.075037,3.8517428605227266,6.8,1583.0,7.367708572374371,138.0,1997.0,6.0,2.0,4.0,4,6,22,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80000000.0,18.197537205138154,23.531721,3.1999670147983643,5.9,901.0,6.804614520062624,99.0,2008.0,12.0,4.0,2.0,4,3,71,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80000000.0,18.197537205138154,49.078546,3.913592692824036,7.3,1077.0,6.982862751468942,117.0,2002.0,7.0,3.0,4.0,3,3,32,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000000.0,18.197537205138154,37.02665,3.63828722970886,6.3,1543.0,7.342131730584722,117.0,2011.0,2.0,1.0,3.0,2,2,21,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75000000.0,18.132998684833918,45.154631,3.8319973026100262,6.5,1270.0,7.147559271189454,115.0,1997.0,6.0,2.0,6.0,3,5,44,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000.0,18.197537205138154,46.887983,3.8688645961152917,6.3,1018.0,6.926577033222725,118.0,2008.0,9.0,3.0,3.0,3,4,20,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79000000.0,18.184958423089522,24.598479,3.2425329356579313,6.7,533.0,6.280395838960195,154.0,2003.0,12.0,4.0,2.0,1,5,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,32.363538,3.507463627022971,6.6,2164.0,7.68017564043659,118.0,2010.0,1.0,1.0,3.0,3,2,45,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,11.50396,2.526045394137731,5.3,695.0,6.54534966033442,93.0,1997.0,11.0,4.0,2.0,3,2,16,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80000000.0,18.197537205138154,19.375768,3.0143463516680873,5.2,369.0,5.91350300563827,113.0,1999.0,7.0,3.0,4.0,4,2,21,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,36.125715,3.614309856196666,6.5,1288.0,7.161622002939187,88.0,1996.0,11.0,4.0,4.0,5,3,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,25.450534,3.2752763471364292,5.6,550.0,6.311734809152915,93.0,2006.0,1.0,1.0,2.0,5,5,22,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
80000000.0,18.197537205138154,41.890722,3.7586555321478863,5.2,1043.0,6.950814768442584,104.0,2008.0,12.0,4.0,2.0,3,5,18,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75000000.0,18.132998684833918,22.179658,3.143275083704402,6.5,431.0,6.068425588244111,135.0,1997.0,8.0,3.0,3.0,4,3,17,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
68000000.0,18.035018277846262,139.575085,4.945741758837517,7.4,3946.0,8.280711075662847,135.0,2014.0,10.0,4.0,2.0,3,6,20,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70000000.0,18.064005814299346,18.264635,2.9582710316230085,5.6,332.0,5.808142489980444,98.0,1998.0,6.0,2.0,4.0,4,4,62,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000.0,18.197537205138154,11.187696,2.5004269182459327,5.2,220.0,5.3981627015177525,80.0,2010.0,12.0,4.0,5.0,4,5,14,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,41.670544,3.753508846122625,7.4,831.0,6.723832440821209,83.0,2002.0,5.0,2.0,4.0,5,2,15,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,27.46264,3.348592350130506,5.3,498.0,6.212606095751519,102.0,2011.0,7.0,3.0,2.0,3,7,22,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
80000000.0,18.197537205138154,17.455024,2.915336636941696,5.0,388.0,5.963579343618446,130.0,1998.0,4.0,2.0,4.0,3,4,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000000.0,18.197537205138154,21.394281,3.1088056137632094,6.2,393.0,5.976350909297934,129.0,2004.0,7.0,3.0,4.0,3,3,29,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.0,0.605645,0.47352554501307453,8.0,1.0,0.6931471805599453,117.0,1998.0,4.0,2.0,2.0,2,3,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,61.692197,4.138236990133596,6.7,1497.0,7.311886164077165,89.0,2015.0,9.0,3.0,0.0,3,2,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80000000.0,18.197537205138154,14.530946,2.742834549664696,7.0,292.0,5.680172609017068,74.0,1999.0,12.0,4.0,4.0,3,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
80000000.0,18.197537205138154,25.978555,3.2950422911540658,5.8,631.0,6.448889394146858,96.0,2002.0,3.0,1.0,0.0,3,2,27,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90000000.0,18.31532023940565,6.643778,2.0338919835701033,5.9,208.0,5.342334251964811,114.0,1998.0,12.0,4.0,4.0,4,2,16,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102000000.0,18.440483381052466,36.788745,3.6320113069660644,6.1,932.0,6.838405200847344,99.0,2001.0,6.0,2.0,3.0,3,5,53,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75000000.0,18.132998684833918,31.054334,3.4674324004334878,5.9,893.0,6.795705775173514,129.0,2005.0,10.0,4.0,0.0,2,2,17,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,21.891078,3.1307472276567734,6.8,577.0,6.359573868672378,113.0,1998.0,10.0,4.0,4.0,3,1,18,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000.0,18.258161826219297,18.335992,2.96196822966506,5.2,438.0,6.0844994130751715,90.0,2000.0,11.0,4.0,4.0,3,3,20,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88000000.0,18.292847383806116,40.138009,3.7169324873317753,5.6,818.0,6.70808408385307,118.0,2005.0,8.0,3.0,4.0,5,8,20,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000000.0,18.064005814299346,44.090535,3.808672357521174,6.1,1509.0,7.31986492980897,106.0,1996.0,12.0,4.0,3.0,3,1,22,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,3.300061,1.4586292086454071,6.4,47.0,3.871201010907891,81.0,2015.0,9.0,3.0,0.0,3,15,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,20.632673,3.0742048106931747,6.7,349.0,5.857933154483459,117.0,1997.0,9.0,3.0,5.0,3,1,6,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,36.664991,3.6287310423290036,5.9,1195.0,7.086737934510577,89.0,2009.0,9.0,3.0,3.0,3,4,44,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000.0,18.197537205138154,18.26121,2.9580932289033526,6.9,189.0,5.247024072160486,145.0,2000.0,12.0,4.0,6.0,2,2,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000000.0,18.197537205138154,16.681269,2.872505830651822,5.8,378.0,5.937536205082426,115.0,1996.0,12.0,4.0,4.0,3,2,18,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,10.088006,2.4058639835729423,5.2,133.0,4.897839799950911,87.0,2013.0,12.0,4.0,2.0,3,7,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44000000.0,17.599700214609808,7.89147,2.1850923901870014,3.0,255.0,5.545177444479562,118.0,2000.0,5.0,2.0,2.0,3,5,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,16.715631,2.8744473572145455,5.6,297.0,5.697093486505405,90.0,2003.0,11.0,4.0,4.0,3,6,58,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
80000000.0,18.197537205138154,9.357734,2.3377334870386197,5.1,165.0,5.111987788356544,112.0,2009.0,12.0,4.0,3.0,3,2,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80000000.0,18.197537205138154,11.22268,2.5032932423002476,5.4,318.0,5.765191102784844,116.0,2003.0,11.0,4.0,2.0,3,5,16,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80000000.0,18.197537205138154,14.564667,2.7450034095111637,6.1,299.0,5.703782474656201,177.0,1997.0,12.0,4.0,3.0,2,2,25,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90000000.0,18.31532023940565,11.356079,2.5141481686908005,5.2,305.0,5.723585101952381,92.0,1998.0,11.0,4.0,2.0,5,1,21,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,18.31532023940565,52.612025,3.9817733899296535,5.7,1316.0,7.183111701743281,106.0,2015.0,10.0,4.0,2.0,3,7,22,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
